dataset,component_id,atoms,positive_atoms,prevalence,replicates,mean_random_ap,median_random_ap,random_ap_ci95_low,random_ap_ci95_high,mean_random_nap,median_random_nap,random_nap_ci95_low,random_nap_ci95_high
CHEMBL218_EC50,69,56,8,0.14285714285714285,100,0.18639525013156677,0.16904871782069708,0.10928981995329565,0.3193198389848163,0.05079445848682788,0.03055683745747995,-0.03916187672115507,0.20587314548228566
CHEMBL218_EC50,72,53,3,0.05660377358490566,100,0.1178906662306658,0.0834482850522087,0.048987929355387635,0.4101120699475962,0.06496410620450577,0.02845518215534123,-0.008072794883289108,0.37471879414445197
CHEMBL219_Ki,10,50,28,0.56,100,0.6007373263759971,0.5939172332976735,0.4800022861549868,0.7300439742298214,0.09258483267272048,0.07708462113107611,-0.1818129860113938,0.3864635777950486
CHEMBL219_Ki,11,51,11,0.21568627450980393,100,0.26734547880794685,0.25721008210315865,0.1634378097566377,0.4260648489650634,0.06586548548013224,0.052942854681527304,-0.06661679256028698,0.26823268243045584
CHEMBL219_Ki,17,47,45,0.9574468085106383,100,0.9615551615453884,0.9683797509953367,0.8979876404452207,0.9951690268015305,0.09654629631662168,0.25692414839041255,-1.397290449537316,0.8864721298359669
CHEMBL219_Ki,20,44,8,0.18181818181818182,100,0.23660938753565472,0.21630918207242145,0.1479570647021794,0.41730868895414974,0.0669670292102447,0.042155666977404006,-0.04138580980844743,0.2878217309439608
CHEMBL219_Ki,21,50,8,0.16,100,0.22600979376279468,0.2002067122675399,0.13014465182969284,0.43750074353099,0.0785830878128508,0.04786513365183318,-0.03554208115512756,0.33035802801308334
CHEMBL219_Ki,26,48,10,0.20833333333333334,100,0.27475035355162514,0.2545817969135201,0.17670135679749263,0.4724944841134657,0.08389518343363168,0.05841911189076221,-0.03995618088737776,0.33367724309069346
CHEMBL219_Ki,37,42,24,0.5714285714285714,100,0.6115127808207922,0.6046499901514086,0.5020038909320351,0.7355083737011087,0.09352982191518229,0.07751664368662022,-0.16199092115858466,0.38285287196925355
CHEMBL219_Ki,41,60,12,0.2,100,0.24178661728353787,0.2248819066550829,0.15806702330689654,0.41426003608330686,0.05223327160442236,0.03110238331885359,-0.05241622086637934,0.2678250451041336
CHEMBL219_Ki,42,59,3,0.05084745762711865,100,0.09279069786196352,0.0684200723712218,0.03944522532034525,0.26165404040404006,0.04419019953314014,0.018514004819680102,-0.012013066180350546,0.2220997925685422
